ph,turbidity,tds,status
8.019691319,4.228198354,397.6826126,1
7.357494412,4.196694094,536.9227078,0
7.795006227,4.039321147,838.456153,0
7.126552928,0.805324651,611.6113004,0
7.417824977,4.401446314,570.4249299,0
7.119991178,0.288372058,1012.587847,0
7.36438677,1.41080109,485.8081807,1
7.836123255,5.607130136,523.5088799,0
6.809071831,4.680440325,708.6884034,0
7.673769457,5.974796579,747.8006858,0
7.595094241,2.456651233,771.9369767,0
7.262340018,0.695502317,874.254404,0
6.921576858,2.519125606,705.9705948,0
7.528851803,3.204062594,770.3270629,0
7.288202916,3.157977433,615.3783133,0
7.593070485,5.267360958,677.7710123,0
7.508740858,2.27745915,686.9491376,0
8.140711557,3.704068944,709.4779662,0
7.404257749,1.022745701,838.6235713,0
7.090601003,3.900634556,785.67538,0
7.571710254,3.0062171,674.0235836,0
7.587998674,1.500373323,521.7884328,0
8.04367503,2.528341276,678.7829244,0
7.834044498,2.631648507,659.5743248,0
7.642748424,2.459689741,704.828474,0
8.085321156,6.542682485,1289.432647,0
7.024494778,2.803107995,568.4243111,0
7.244099387,2.51220778,754.9765625,0
7.129369623,1.194901915,916.478511,0
7.344076079,1.211585296,684.9874893,0
6.949325541,2.473853151,1341.244959,0
7.754060379,1.628294648,593.8271077,0
7.411110921,5.763415187,733.0594229,0
6.911677482,2.670124449,523.4064308,0
7.093768368,5.576888499,598.5694626,0
7.625405539,3.123409268,716.7163625,0
7.835250627,3.074455673,857.3885662,0
8.298692357,2.822407105,731.9618903,0
8.665544986,3.007592503,970.425325,0
7.665763773,6.437590006,646.4594066,0
7.104184752,1.639221454,602.055384,0
6.647181488,1.003091489,1496.965791,0
7.607084585,1.913658338,748.6497831,0
7.174823562,3.029055764,536.0114572,0
7.333857096,4.38020885,540.0819414,0
7.25516128,3.946174396,501.2956394,0
7.443683645,2.231508174,880.9235156,0
7.926392092,5.038087386,596.2659618,0
7.562819427,5.060390806,691.0476246,0
7.436546065,3.368115663,652.5889147,0
7.085738499,4.925315145,828.3599005,0
6.830126822,3.545290527,515.9329278,0
7.305476836,1.877033946,481.7032758,1
7.47848698,4.395633678,711.4386533,0
8.207171965,3.221226245,796.548314,0
7.552109809,3.002679694,734.9185626,0
7.893095804,5.945907144,521.7371314,0
7.300281761,1.901744257,815.0467329,0
7.026022493,0.16463166,532.1054702,0
7.113953295,0.625859147,568.8054196,0
7.209909574,2.273478705,501.1041394,0
8.351387893,2.49078366,982.7428655,0
7.171445328,0.014651296,804.3435366,0
7.835395681,1.029683935,797.5129021,0
7.138829129,1.278316643,966.9660888,0
7.872629205,7.914848184,1546.569876,0
7.653980386,6.603483895,398.3106262,0
7.437344841,2.176501165,532.981666,0
7.48369499,2.272833419,552.8835909,0
7.238084922,0.701592006,515.3025033,0
7.678428881,0.816260826,481.4127574,1
7.318006608,2.766239627,607.9569544,0
7.009757694,1.004296034,461.7478142,1
6.98882497,2.830298937,735.4721767,0
7.569035167,0.200411698,675.5380581,0
8.131636503,1.476051083,768.3985927,0
7.563996645,3.297254191,774.5781321,0
7.45254467,3.732419196,797.0377606,0
7.614330456,3.834943917,594.65257,0
8.022400697,0.359022032,1256.823796,0
7.587753001,4.70937146,713.6048194,0
7.335629108,1.399576607,380.4118852,1
7.942515484,4.265715829,492.3979723,1
7.671502575,2.978722647,394.5907308,1
8.114302397,0.247225002,668.6096378,0
7.573293775,2.367604591,641.2750325,0
7.010212387,3.730727484,577.9412909,0
6.95273632,4.225930761,1215.946219,0
8.160371173,2.718024205,784.2241321,0
8.189466288,6.063557781,827.0205209,0
7.428192315,5.015021542,503.044157,0
7.346725072,2.486691767,492.8754635,1
8.084577717,4.500243624,672.52659,0
7.057181727,6.86758697,700.5755012,0
7.142109192,6.920969202,381.1170439,0
7.757330718,0.544000238,630.1184976,0
7.342157951,1.146933778,667.955547,0
7.497951253,5.969837573,623.566397,0
7.434622841,0.883437898,521.1213209,0
7.63502982,0.354917733,565.7427363,0
8.062992745,2.027611739,630.7705971,0
7.536233963,3.840453419,683.5091254,0
7.757575517,2.795206587,797.4646238,0
6.67993116,1.698872759,919.8925424,0
7.480512639,1.651575077,608.9253505,0
7.162707892,1.575325871,580.0725264,0
7.012474776,1.240980743,758.4650364,0
7.148739053,7.563265755,798.9141354,0
7.366350624,3.595022142,583.9059177,0
7.866361017,4.773518109,843.1273744,0
6.969442913,2.021845064,892.3653218,0
7.512252597,2.628086646,979.9543017,0
7.306332227,1.572892037,1133.988419,0
7.368930762,2.30341667,512.897058,0
7.90110313,0.243981446,667.9207059,0
7.715246175,0.62123736,667.3958239,0
8.034959243,1.499567556,645.8568788,0
7.438197728,0.609282051,547.4226231,0
7.221622955,5.649911359,425.954017,0
7.410456473,2.911127665,683.8946148,0
7.596998717,5.581127525,528.2096673,0
7.570629343,3.821965154,682.5242409,0
7.066244771,4.565117651,524.1547355,0
7.536195913,1.198206009,478.2351209,1
7.591291332,4.047901908,713.5763994,0
8.506989615,4.457428468,695.9490531,0
8.250737845,1.846705416,791.385013,0
7.15870266,4.119080741,1281.464867,0
7.385046655,4.132375517,722.8392496,0
6.914623199,1.900894758,769.3334804,0
7.263717194,0.754463135,481.415923,1
7.626242001,0.631743336,452.1110194,1
7.982341448,3.173011084,1069.395521,0
7.208366465,3.654019738,504.1914545,0
7.238341424,1.414948339,486.2956531,1
6.641084388,3.053170683,657.3853154,0
7.434933632,4.141074072,647.3857149,0
7.075034235,4.236381429,507.3738193,0
7.288224229,6.10376024,606.9874008,0
7.149255689,5.553961664,961.8059501,0
7.462294978,0.997417134,522.2789945,0
6.796908643,6.367172419,437.8595753,0
6.913181902,1.938046991,882.5170302,0
8.351698845,5.089745625,771.0005397,0
6.985030967,3.135973252,552.1636191,0
7.061285769,2.175701243,413.7863986,1
8.234765411,0.61539372,531.9837762,0
8.662026868,2.65687098,654.3148574,0
7.031373348,0.118766471,943.5993201,0
7.352700417,4.934598472,487.3708867,1
7.63662222,6.033585314,648.4883477,0
8.191479058,1.406178021,814.4747264,0
7.105257169,3.603941485,325.5837737,1
7.401888862,1.549216956,906.9940141,0
7.81093503,1.74303054,466.503176,1
7.67390643,4.548989408,734.8002165,0
7.349537572,2.922923476,716.2325788,0
7.446470814,6.479296084,920.9225298,0
6.950041677,2.035535043,784.6810381,0
7.404730502,4.998672665,325.9724447,1
7.393445004,3.194826826,525.6135389,0
7.592867956,4.591556019,693.2991215,0
7.277869112,2.105684685,627.3509006,0
7.688615409,2.900882325,767.6110956,0
7.905086327,2.769002241,842.8676667,0
7.562171731,1.32788577,798.3407577,0
7.640702563,4.324163069,623.7299593,0
7.521262139,4.300498011,382.2591939,1
7.500033757,4.18710939,580.1899938,0
7.211376787,6.073931308,753.6367172,0
7.626597705,5.898689602,479.558469,0
7.461085361,2.25011062,803.8256714,0
8.337267324,3.746104637,873.5086124,0
8.129341961,1.752798621,690.9449082,0
7.654338621,3.046710632,265.3012679,1
7.194777116,1.800501102,453.3087638,1
7.055035411,6.240140618,1171.285037,0
7.976457181,3.727396301,564.5554809,0
7.60509969,2.563941744,366.7781,1
7.692057361,5.387237144,963.5016655,0
6.802165605,1.34123082,667.8119871,0
7.870975393,1.02820519,926.5630977,0
7.681768135,4.59167731,722.7675064,0
7.055827726,3.120936896,763.236345,0
7.311390077,3.500892601,741.6687941,0
7.605486882,0.347207793,819.9525671,0
7.520986719,2.953532578,1317.154668,0
7.383131526,7.007018821,890.0715928,0
7.458604693,4.64839924,414.0133438,1
7.399209049,3.33941309,760.516992,0
7.561025005,2.12189218,936.7760352,0
8.088596789,2.210854296,954.1398385,0
6.473336624,1.258395778,585.2379432,0
7.405259894,3.515280842,943.393361,0
7.570604969,4.690966217,878.5938396,0
7.618397596,0.151238654,1439.074145,0
7.351234167,1.677166215,531.1261051,0
6.797311287,0.685070736,571.2230861,0
7.631198193,1.06929761,606.7787854,0
8.190940086,3.106963254,574.1744988,0
6.886455438,1.16880431,509.2778669,0
7.845531205,4.228540877,290.3820147,1
7.368589911,4.50771014,583.8185064,0
7.475470262,2.497794824,743.0827549,0
7.078840596,1.96141702,573.6580266,0
7.366217531,1.007162748,1188.698577,0
8.020017838,5.465803868,667.8160383,0
7.733062097,2.555988561,979.7610511,0
8.192924642,2.304953176,719.4061815,0
7.970964756,0.639998443,852.2860356,0
7.675634672,4.609140603,723.2626731,0
8.19757381,1.649772096,1002.884262,0
7.675597263,3.807908041,676.398098,0
7.831195271,4.130920838,771.8854919,0
7.381371619,6.672451679,742.4086851,0
7.526618326,2.594116113,610.0337982,0
7.221030471,3.752088739,751.066875,0
7.895833574,0.029889042,1300.255255,0
7.028678551,5.380827127,613.3163782,0
7.812940137,1.478982304,754.3371887,0
7.423739577,1.878491672,970.036486,0
7.968498837,2.95550441,936.4311346,0
7.800347595,0.125768691,667.4836698,0
8.228258463,3.457540058,325.3766353,1
7.792309876,4.934932546,776.6663464,0
6.871183898,3.585867647,341.7767419,1
7.473218731,0.177795128,1033.784035,0
7.031197123,2.752381411,699.8332983,0
7.292688063,4.484057806,897.7594918,0
8.104491373,0.755977532,507.4340027,0
7.755013524,0.850467972,417.484642,1
7.220427829,4.753087208,719.2624523,0
7.094513053,3.540190868,658.4700039,0
7.513112837,3.823943164,573.9473987,0
7.01337594,6.718989615,682.2515178,0
7.231543889,3.937105557,1525.733821,0
7.624803789,4.315776021,854.3642834,0
7.962124814,8.421491054,911.2794324,0
7.743504589,2.572390884,856.7799068,0
6.583484197,1.404234473,1036.74227,0
7.621746692,3.855592796,628.2753326,0
7.528813429,3.877982059,359.0894808,1
7.665556114,1.946569216,628.5553934,0
8.146483873,0.935205961,848.5429592,0
6.674704689,7.619688844,497.233573,0
7.26355863,3.653686941,630.863941,0
7.736362529,1.535429237,540.486185,0
6.86736224,4.831860605,1043.784966,0
8.090379619,2.781709697,832.8363003,0
7.647342645,2.494237107,808.7276306,0
7.838633594,4.124545744,801.4963307,0
7.271622535,0.416235464,657.7502002,0
7.825505476,3.705254408,705.7541058,0
7.927388622,6.825909615,466.1207058,0
7.593151208,3.932355324,345.1804785,1
7.593760357,2.247575792,695.7736132,0
7.608137296,1.985789439,733.0376588,0
7.154661894,2.179320053,956.0205136,0
7.440988528,2.492074644,1065.7145,0
7.438990987,2.244386934,1065.287021,0
7.653357546,4.832622882,493.0412895,1
7.899929699,0.466418206,598.4365411,0
7.076585567,4.724000101,768.2385438,0
7.449996388,2.24062695,1421.647093,0
8.092582219,3.753895571,1036.940429,0
7.202564708,0.74602418,930.5903304,0
7.171099993,5.657262134,592.0929385,0
7.580922477,5.49126992,510.3210874,0
7.837754076,4.919181052,842.7516947,0
7.504570422,0.029509552,478.0912533,1
8.031584236,4.658242142,619.2252468,0
7.842717593,3.809710175,642.6283834,0
7.836728027,0.210542494,1072.635118,0
7.721646601,2.951405232,598.000033,0
8.43106124,3.729068978,319.9693175,1
7.417935324,4.112150548,773.815439,0
6.698591083,3.354522734,539.3115636,0
8.141701745,3.582462834,673.7029639,0
7.316920228,5.947222785,648.063438,0
7.543152178,5.45206782,612.7081989,0
8.023820274,2.734109908,843.1139952,0
6.859096184,2.36512289,419.9520493,1
6.999341114,2.670697945,569.5779982,0
6.859488825,0.504197145,816.6506267,0
7.182345484,3.188366116,553.2304089,0
7.675854642,5.497515545,410.492635,0
7.709675137,0.826864281,812.8662672,0
7.610509672,3.672801877,931.6231516,0
6.934893646,1.168353045,656.2235037,0
6.575958625,1.656175953,369.350597,1
7.521741434,5.954787268,822.0415358,0
7.311289587,1.91488436,404.2500554,1
7.683754309,3.924424978,729.7045915,0
7.78078145,0.742436232,509.6686724,0
7.555296573,6.724635123,469.6784043,0
7.804053234,4.205304893,582.5569768,0
7.59168455,2.635000315,629.553434,0
7.712025882,4.15109302,548.2533649,0
7.218130695,0.180361142,793.6249413,0
7.428155434,5.365061484,581.8305106,0
7.578710439,2.352030449,892.5274429,0
7.82821139,2.59186097,723.6819134,0
7.342503531,2.01668877,539.548586,0
7.708466902,1.838697195,512.9703442,0
7.393664483,4.389341223,405.7556415,1
7.452983133,3.5118137,725.7604149,0
7.831807617,4.303496283,598.0197235,0
6.702775852,2.982410621,326.4710711,1
6.981411069,4.026399622,566.3915017,0
6.907125841,2.162302512,507.5979977,0
6.566553552,7.459463683,1067.103532,0
7.228694224,0.135860833,399.0818032,1
7.79977356,5.521874647,431.6412313,0
7.386046373,5.735814901,927.9621014,0
7.579116033,1.295682388,999.273932,0
7.935686999,7.458547221,531.9263917,0
8.031074453,4.990980566,550.2508434,0
7.472344826,4.942278014,800.2071399,0
8.041434356,3.056044374,330.9178181,1
7.536850663,2.565547684,380.5592551,1
7.16504071,2.581182346,611.4174681,0
7.262239859,3.781061193,1058.880154,0
6.907785395,5.80237255,583.6380268,0
7.144746459,3.362628436,685.5908612,0
7.356793325,1.177112754,934.6169645,0
7.821434008,4.648854125,1251.459088,0
8.188307932,4.842301493,559.4451327,0
6.947127394,4.309319057,661.7904618,0
7.657130987,4.490997813,1148.964713,0
7.083782424,2.45814374,421.2979139,1
7.689878835,1.142021666,905.3071887,0
7.44756534,1.263613139,490.0489775,1
6.76763767,0.270926497,685.9067669,0
7.871318797,3.473897223,618.4487247,0
7.257999715,2.833102434,498.9952216,1
7.286439905,2.120024591,495.2533361,1
7.072099035,2.911237649,722.649493,0
7.238286689,0.505365061,896.6465946,0
7.671156176,5.241681303,639.7510645,0
7.424302264,1.670748,679.2803627,0
7.631464801,3.721183355,789.4624098,0
7.644768742,0.21862914,496.9623994,1
8.028264662,5.877410965,830.4001994,0
7.36288554,2.71194468,850.4817291,0
6.909256873,3.580080793,1452.567399,0
7.926888967,7.651559584,594.1719424,0
7.367404731,6.032880201,579.7375259,0
7.945836978,2.386868757,837.7248971,0
7.653350845,1.81355963,850.4207701,0
7.447544988,2.348909977,566.4981722,0
7.639510358,4.019796497,589.3682479,0
8.280405024,2.789551731,782.3789793,0
8.330792212,2.20951171,518.9070267,0
7.527752454,5.934362501,588.0663629,0
7.564076237,2.771580216,683.261619,0
7.930496063,7.599178186,896.7540256,0
7.161735587,3.181485128,554.8070608,0
7.633228149,6.570636788,382.7127322,0
7.489654861,3.714638845,374.2862054,1
7.625563285,4.925921146,455.8555942,1
7.166652478,1.550777897,448.5632443,1
6.864173003,1.292481555,634.9947762,0
6.670806626,3.91941191,465.6042172,1
7.053046355,4.977106485,538.7079094,0
7.316529886,3.080513004,527.3024192,0
7.382723365,0.42721333,582.8020791,0
8.274892465,0.279483267,989.0563428,0
7.942397348,0.145727196,811.2564972,0
7.115163553,0.535244226,668.3679362,0
7.639083381,3.218970719,579.2256445,0
7.337168705,5.250087843,584.0754695,0
7.386254465,2.973168426,733.8641583,0
7.57413026,1.520829515,792.5461377,0
7.747668447,2.618479079,506.5964592,0
7.364296606,2.674402007,672.4610736,0
7.925540613,7.1919975,361.5911412,0
7.04322471,0.085724174,708.7579949,0
7.502535625,2.218644795,836.0135095,0
8.539069491,6.411705361,611.5394166,0
7.589231897,3.899956683,1147.060772,0
8.073285803,4.126626147,510.6214257,0
7.536608071,3.229168874,709.9766801,0
7.732310838,3.659887077,658.0313509,0
7.477286722,4.555219061,645.4260877,0
7.431836968,1.381027362,642.7162587,0
7.188207041,4.756117158,686.8607021,0
7.672120544,0.253993966,857.8142833,0
7.159385124,3.656735946,1005.581109,0
7.766234095,3.357481927,664.6927652,0
7.934114802,1.767413824,849.4548762,0
7.646612563,2.954629449,538.8676083,0
7.385500507,1.754919695,836.9686678,0
7.681586232,0.856597346,529.2191101,0
7.376530778,2.292770517,922.6020387,0
7.87421885,0.792022729,1291.025655,0
6.767437566,3.645594928,641.2214247,0
7.365757053,0.699829012,344.5492196,1
6.703675202,4.423954046,564.2955393,0
6.901975668,0.637041864,962.5274067,0
8.045544892,1.867410169,785.1878874,0
7.858073993,1.750793184,716.7119952,0
7.212207907,5.650293458,900.1851882,0
6.898998618,3.660579891,769.188476,0
6.314188465,2.576532395,958.4501533,0
7.282601797,3.997438882,876.4039397,0
8.468166005,1.214384695,1049.962928,0
7.673953709,2.913732821,740.7319546,0
7.276171086,6.995028356,872.6877529,0
7.686032084,3.264693013,606.5953188,0
6.875616659,3.135826338,555.3295696,0
7.381070655,4.096256759,1109.905652,0
7.539790989,4.791210487,709.7135251,0
7.465559739,0.994933386,846.7996871,0
7.816322449,0.364652964,690.2970446,0
7.63785809,3.420582582,557.8250065,0
7.767330407,1.570246876,667.3368012,0
7.224651087,5.624050524,1023.310466,0
7.859126163,2.36965122,785.6976288,0
8.151574779,0.869061471,398.0422089,1
7.111940192,0.463972166,623.5485712,0
7.144921738,2.499352039,1135.340787,0
8.034313735,2.531748925,623.8194237,0
7.423462405,2.623231745,387.5544645,1
8.061528557,2.15107458,1173.697928,0
7.322985715,5.157758078,816.2476103,0
8.082018231,5.397039673,651.3167886,0
7.552594327,2.659223153,595.0078979,0
7.603291529,1.269387335,920.3054069,0
8.125887209,4.234563161,565.3273704,0
7.355291809,4.110720457,938.6821536,0
7.123551162,3.61878314,782.6288596,0
7.320574317,4.962959499,715.8027052,0
7.68093358,0.670343807,694.8211273,0
6.873696371,7.017510772,631.1285645,0
7.754988361,1.081144494,910.2251951,0
7.284491473,4.498445854,513.0622333,0
7.959125064,0.374695389,408.8803056,1
6.542295878,1.139470625,799.7762786,0
7.18537369,6.032737293,803.8168932,0
6.82541274,2.478200354,768.2170772,0
7.169508213,4.67984521,751.6858702,0
7.59906636,3.473910777,604.1592889,0
7.42830935,2.790083688,842.3914501,0
7.398648972,5.72770065,656.1126928,0
7.436326051,2.526682351,574.7102103,0
7.581355296,0.561476215,605.7289485,0
7.096585583,1.393519816,1219.494746,0
7.782739856,4.102383457,395.2455334,1
7.765066388,3.791018213,772.7352022,0
7.654015175,0.1341165,401.9255497,1
7.722613377,1.551314961,643.8913486,0
7.6185672,1.836557302,584.0062907,0
8.314029321,2.269060812,355.8436721,1
7.465162332,0.248172823,747.4827867,0
7.377166713,1.743257784,593.4711372,0
7.198588968,1.542779029,354.333336,1
7.087094932,4.54306652,855.6577122,0
7.002211285,4.618242622,1023.00725,0
7.144481075,2.708379084,1040.063765,0
7.471727847,2.215920408,740.7675899,0
7.633718051,3.279848624,674.3959771,0
7.520456823,1.366849785,990.7348953,0
7.193785889,0.706335836,1101.816076,0
7.860073826,1.119557582,934.5551221,0
7.795765069,1.730373672,501.4674597,0
7.436140677,0.6730524,706.5567016,0
7.238833542,3.324119118,758.8884852,0
7.719371168,4.459431348,386.4934455,1
7.575189435,0.174196602,765.7135911,0
6.920749096,3.050257422,1315.40193,0
7.472807898,2.560128409,805.9170727,0
7.604814325,3.683017371,1034.862581,0
7.140122085,2.974122464,702.6609035,0
7.575937357,0.09280144,650.6907577,0
6.918071006,0.475221402,745.7432835,0
8.03447444,3.058847151,520.7405878,0
7.999179994,5.057561839,498.1331665,0
7.398993066,1.428374742,972.5207064,0
7.645381735,3.69145316,1003.955225,0
6.536031214,5.379244011,494.0655029,0
7.037460936,2.693948248,889.2688795,0
7.382488432,4.100404992,648.0138097,0
7.071146791,1.593861838,736.5245527,0
7.785758593,2.761267601,763.6164176,0
8.298918612,0.241827037,896.3268554,0
7.029354112,1.688686617,681.8539331,0
7.165014638,4.885531602,1015.410861,0
7.594179347,1.030010145,729.8389198,0
8.144446459,2.08894431,802.1176411,0
7.011050275,0.227115493,518.0238183,0
7.599614449,0.180060594,1271.048848,0
8.22851954,2.6523246,765.8202464,0
6.839296341,1.540845612,823.7764772,0
6.987572317,3.755941996,410.5691044,1
7.330557357,3.905076838,519.6676087,0
7.291764635,3.641699293,964.2639907,0
7.825040515,3.477201582,724.9243724,0
7.596663888,6.15553641,374.6027307,0
6.790015176,0.864812462,908.2203076,0
7.706164161,2.890130268,565.022277,0
7.268984445,5.265379641,1015.762759,0
8.009778887,5.529079619,647.8435917,0
7.248964985,0.156472701,707.2696587,0
7.245353887,2.375289117,947.3668256,0
7.716452644,5.716242192,508.1375145,0
7.805170593,4.01615821,493.8075951,1
7.679239746,3.390526063,627.0651695,0
6.825761073,2.564630613,852.4817829,0
7.715213776,2.232398149,446.1864099,1
7.086276779,3.576438126,403.2632684,1
7.594110445,2.49525175,851.5994423,0
6.930506226,2.914842758,555.0768131,0
7.678528859,3.157197412,591.3051404,0
7.177360438,1.643856943,381.0600139,1
6.98694614,4.064258748,542.564084,0
7.785528055,8.828489297,663.6333485,0
7.596657809,0.553973279,879.2887634,0
7.254409279,3.648025048,527.754361,0
8.08047154,1.479619823,1093.580918,0
7.323739031,4.154805155,541.6571262,0
7.51284307,3.093114947,541.8951104,0
7.607565379,4.523709548,1054.906341,0
7.252133626,5.351013153,708.7040679,0
7.688454517,3.384842236,563.6269414,0
7.286619061,5.264104577,634.8952729,0
7.335344671,1.688595788,998.1684736,0
8.045057056,6.180904596,1032.626511,0
7.083765579,3.750124304,520.589616,0
6.534887868,5.155686711,656.7279522,0
8.144374798,0.56024851,683.377249,0
8.519731181,1.338460237,494.7872968,0
7.337892294,3.291876588,654.1223963,0
6.725264784,2.965924221,666.2046184,0
7.37580641,3.566137176,936.4188294,0
7.38551082,5.169030322,955.4930677,0
7.424030464,0.530440631,602.5900896,0
7.054644783,4.947638143,623.7901769,0
7.731824457,3.01656382,811.8273469,0
7.70980295,2.592436278,558.0471546,0
6.902237752,0.057769531,793.6099118,0
7.779678693,4.006097337,647.82983,0
8.321073993,1.828215702,497.2935157,1
7.568784133,4.296788022,499.1711316,1
7.365069935,0.015788329,1026.71289,0
7.443198714,3.106915825,634.6499305,0
7.746102707,2.761662325,1088.010663,0
6.807731358,5.339076295,570.155495,0
7.565756281,2.642689662,725.8631949,0
7.34381442,1.611722878,1363.490203,0
8.239130005,1.986794608,484.3384681,1
7.430330906,5.545765538,376.4012204,0
8.167155044,4.072593938,978.4571941,0
7.058503721,2.228740037,519.0277077,0
7.734903667,2.52710716,661.0226402,0
7.627760106,0.134354181,557.9249956,0
7.152381101,3.776948402,720.8628046,0
7.570958446,0.519631415,500.1155331,0
7.985007535,4.503592932,630.1878652,0
7.370483318,3.257243185,761.2368906,0
6.82321494,7.773903599,491.5223119,0
7.492974869,0.799728893,539.1397378,0
7.139030762,2.794675818,599.3136896,0
7.363063625,6.596575402,433.2675215,0
7.467364892,5.382779281,585.9483848,0
6.817739114,1.607575897,689.2740636,0
6.853736664,3.447934857,590.0075406,0
7.692826734,3.003998713,613.1361723,0
7.290912522,3.563911735,661.1822356,0
6.474102263,1.602639128,546.3593783,0
7.813937615,2.821359195,818.3734475,0
7.608947902,0.196104751,1023.305587,0
7.21445007,3.270246904,578.6431014,0
6.973267916,3.900041347,769.3603609,0
7.834323159,2.545161175,619.0059305,0
7.639740249,0.230101781,742.2203773,0
8.453040913,4.977063726,1063.939555,0
7.668075439,3.729050076,774.7945232,0
7.655081257,1.547969805,390.7139233,1
7.433228828,2.438799106,762.1921501,0
7.826710347,0.001338806,962.8129181,0
7.75003408,0.949179744,622.361522,0
8.000690003,1.924377307,896.6722779,0
7.291470833,5.456841625,540.7544735,0
7.325837011,1.720993218,425.9569361,1
7.308358732,4.280427319,693.9158542,0
7.816320688,1.923367594,392.7043284,1
8.099349776,3.495895122,618.9773595,0
7.316463803,2.717208996,978.5312068,0
7.330090509,4.7461132,375.0544173,1
7.62563089,1.930377324,453.1172678,1
7.4016954,0.1450565,488.0365626,1
7.880821461,0.236101937,652.6258813,0
6.599289084,1.936245012,596.0264017,0
7.169317981,0.501880059,1012.057751,0
7.187033466,3.820424031,885.634643,0
6.571857595,2.06846367,771.6892043,0
7.114544622,7.7492131,694.8452051,0
7.133937554,0.47542919,748.4234542,0
7.419558138,3.407266357,513.5797343,0
7.945186357,0.744093953,860.1984394,0
